Mean,Median,Std,Years,Month,grid
3.9935483870967743,4.1,2.4587172107789548,1907.0,3.0,1907.1666666666667
7.873333333333333,7.05,2.773884781603085,1907.0,4.0,1907.25
13.435483870967742,14.5,3.69734574950705,1907.0,5.0,1907.3333333333333
16.516666666666666,17.1,2.5888465456225114,1907.0,6.0,1907.4166666666667
17.583870967741937,18.0,2.8869934504248014,1907.0,7.0,1907.5
19.22580645161291,19.2,2.712190718703914,1907.0,8.0,1907.5833333333333
15.333333333333334,15.2,2.0306841607989017,1907.0,9.0,1907.6666666666667
10.45483870967742,10.2,2.1335164571941507,1907.0,10.0,1907.75
6.349999999999999,6.7,2.0843836432897356,1907.0,11.0,1907.8333333333333
3.9870967741935486,3.6,3.0352091564925003,1907.0,12.0,1907.9166666666667
-1.651612903225806,-2.4,3.4271339792643,1908.0,1.0,1908.0
1.8655172413793104,1.9,3.3574305505070146,1908.0,2.0,1908.0833333333333
4.635483870967742,5.2,2.8775624391831793,1908.0,3.0,1908.1666666666667
7.443333333333332,7.5,3.1973785958277556,1908.0,4.0,1908.25
15.222580645161292,14.6,3.937910586205105,1908.0,5.0,1908.3333333333333
18.48333333333333,20.1,3.2013018185315376,1908.0,6.0,1908.4166666666667
18.82258064516129,18.8,2.414913342464467,1908.0,7.0,1908.5
17.448387096774198,17.6,2.4866136233496263,1908.0,8.0,1908.5833333333333
14.316666666666668,14.6,2.5164401968590107,1908.0,9.0,1908.6666666666667
9.64516129032258,11.3,4.332885005757513,1908.0,10.0,1908.75
3.6433333333333335,3.6,2.4159931681413647,1908.0,11.0,1908.8333333333333
1.2225806451612902,1.5,2.76486403251219,1908.0,12.0,1908.9166666666667
-1.2000000000000004,-2.0,3.8732415364911086,1909.0,1.0,1909.0
-0.8178571428571428,-0.30000000000000004,2.9435495795016138,1909.0,2.0,1909.0833333333333
2.767741935483871,1.7,3.6902924090803606,1909.0,3.0,1909.1666666666667
10.293333333333333,10.95,3.6549384006633656,1909.0,4.0,1909.25
13.332258064516129,13.9,3.9132584118416536,1909.0,5.0,1909.3333333333333
15.17333333333333,14.7,2.810931043859549,1909.0,6.0,1909.4166666666667
17.074193548387097,17.5,3.48558629615693,1909.0,7.0,1909.5
17.909677419354836,18.3,2.5799683252202508,1909.0,8.0,1909.5833333333333
13.79,13.649999999999999,1.3929254751458688,1909.0,9.0,1909.6666666666667
11.016129032258066,10.6,2.9050641730368647,1909.0,10.0,1909.75
3.756666666666667,3.2,2.93230324128501,1909.0,11.0,1909.8333333333333
4.248387096774193,5.3,3.92877173068479,1909.0,12.0,1909.9166666666667
2.141935483870968,1.7,2.9971958220474892,1910.0,1.0,1910.0
3.467857142857143,2.55,3.6217505048769882,1910.0,2.0,1910.0833333333333
5.112903225806451,5.8,2.286590173961201,1910.0,3.0,1910.1666666666667
8.35,8.2,2.8724313862937643,1910.0,4.0,1910.25
12.058064516129033,13.8,4.364002306258816,1910.0,5.0,1910.3333333333333
17.236666666666668,17.3,1.9677544235153857,1910.0,6.0,1910.4166666666667
17.038709677419355,17.0,3.185349527587707,1910.0,7.0,1910.5
17.5741935483871,16.9,2.8499085063600997,1910.0,8.0,1910.5833333333333
13.240000000000002,13.55,1.8130941356773467,1910.0,9.0,1910.6666666666667
10.680645161290323,10.7,2.2955637440998684,1910.0,10.0,1910.75
4.673333333333333,3.75,3.6338384126423953,1910.0,11.0,1910.8333333333333
3.887096774193549,4.6,2.9027276753063225,1910.0,12.0,1910.9166666666667
-1.661290322580645,-1.8,1.564752891961931,1911.0,1.0,1911.0
2.482142857142857,1.8,3.8168295522184152,1911.0,2.0,1911.0833333333333
5.348387096774194,5.0,2.9754406920367207,1911.0,3.0,1911.1666666666667
8.466666666666667,9.600000000000001,4.431263020180927,1911.0,4.0,1911.25
13.83548387096774,13.7,2.673518080120496,1911.0,5.0,1911.3333333333333
16.623333333333335,15.8,2.5593214797640425,1911.0,6.0,1911.4166666666667
21.954838709677418,22.5,2.5727856122210437,1911.0,7.0,1911.5
21.55483870967742,22.2,2.017727882161421,1911.0,8.0,1911.5833333333333
16.963333333333335,17.6,4.511936913637388,1911.0,9.0,1911.6666666666667
10.05483870967742,10.4,2.6088105475711107,1911.0,10.0,1911.75
7.123333333333333,6.85,2.4620825686220686,1911.0,11.0,1911.8333333333333
3.732258064516129,4.1,2.131570171927132,1911.0,12.0,1911.9166666666667
2.396774193548387,2.6,2.831664277531,1912.0,1.0,1912.0
4.913793103448276,5.4,4.5035481359487965,1912.0,2.0,1912.0833333333333
7.5774193548387085,7.2,2.6268751622944646,1912.0,3.0,1912.1666666666667
8.603333333333333,8.5,2.891066302909031,1912.0,4.0,1912.25
14.606451612903225,14.3,3.850016059176115,1912.0,5.0,1912.3333333333333
16.843333333333334,17.1,2.7928089102542266,1912.0,6.0,1912.4166666666667
18.177419354838708,18.0,2.851398449582164,1912.0,7.0,1912.5
15.62258064516129,15.2,1.9552850904526011,1912.0,8.0,1912.5833333333333
10.556666666666667,10.649999999999999,2.1947717394995196,1912.0,9.0,1912.6666666666667
8.854838709677418,8.4,2.8319414671066703,1912.0,10.0,1912.75
2.95,2.25,2.354855585293121,1912.0,11.0,1912.8333333333333
1.767741935483871,1.6,3.227319537611586,1912.0,12.0,1912.9166666666667
3.2903225806451615,3.6,2.6147472584948726,1913.0,1.0,1913.0
1.8249999999999997,1.7,2.4133310313064524,1913.0,2.0,1913.0833333333333
7.1096774193548375,7.1,3.013011211253583,1913.0,3.0,1913.1666666666667
9.356666666666666,9.25,4.302660230307671,1913.0,4.0,1913.25
13.219354838709675,13.2,4.293515991572929,1913.0,5.0,1913.3333333333333
16.993333333333336,16.9,2.129583629910225,1913.0,6.0,1913.4166666666667
16.406451612903222,16.2,2.3219152272597388,1913.0,7.0,1913.5
17.648387096774194,17.4,2.2989665747522205,1913.0,8.0,1913.5833333333333
14.236666666666663,13.6,2.832749770870667,1913.0,9.0,1913.6666666666667
10.345161290322583,10.1,1.8788008071954514,1913.0,10.0,1913.75
7.776666666666666,7.75,2.877580800667084,1913.0,11.0,1913.8333333333333
1.9161290322580646,1.8,3.0785382650638544,1913.0,12.0,1913.9166666666667
-2.7161290322580642,-3.5,2.76852509159583,1914.0,1.0,1914.0
2.6607142857142856,4.15,4.408942031969783,1914.0,2.0,1914.0833333333333
6.458064516129032,5.8,2.622565435287667,1914.0,3.0,1914.1666666666667
11.063333333333333,11.2,2.365336359157831,1914.0,4.0,1914.25
12.183870967741937,11.4,3.6344735312645167,1914.0,5.0,1914.3333333333333
16.036666666666665,15.8,3.091978870130476,1914.0,6.0,1914.4166666666667
17.409677419354836,17.1,2.8191434678769216,1914.0,7.0,1914.5
17.81935483870968,17.6,2.390595372822247,1914.0,8.0,1914.5833333333333
14.549999999999999,14.6,4.134026174783259,1914.0,9.0,1914.6666666666667
9.316129032258065,9.9,1.9394323523810686,1914.0,10.0,1914.75
4.540000000000001,4.5,3.6831957638011525,1914.0,11.0,1914.8333333333333
4.61290322580645,4.2,3.773392985584183,1914.0,12.0,1914.9166666666667
1.8967741935483873,2.5,3.8342738444167623,1915.0,1.0,1915.0
1.7249999999999999,1.15,2.6175511597816143,1915.0,2.0,1915.0833333333333
4.638709677419354,4.6,3.1616111314069855,1915.0,3.0,1915.1666666666667
8.203333333333331,7.300000000000001,3.2912091199533897,1915.0,4.0,1915.25
15.812903225806453,15.8,2.1118304754381323,1915.0,5.0,1915.3333333333333
18.660000000000004,19.0,2.389286432216199,1915.0,6.0,1915.4166666666667
18.5,18.5,2.414263172619478,1915.0,7.0,1915.5
17.43548387096774,17.2,2.4619163791779193,1915.0,8.0,1915.5833333333333
13.243333333333332,13.45,2.140525770625676,1915.0,9.0,1915.6666666666667
8.090322580645159,8.1,1.947537734116197,1915.0,10.0,1915.75
3.286666666666667,2.35,4.052052126612096,1915.0,11.0,1915.8333333333333
6.232258064516127,6.7,5.083396967696188,1915.0,12.0,1915.9166666666667
2.925806451612903,2.4,3.303227486558712,1916.0,1.0,1916.0
2.7655172413793094,2.8,2.7012266872225936,1916.0,2.0,1916.0833333333333
5.070967741935483,4.7,3.199186724610605,1916.0,3.0,1916.1666666666667
9.143333333333333,9.6,2.7747237617505256,1916.0,4.0,1916.25
14.380645161290323,14.6,2.882061687385,1916.0,5.0,1916.3333333333333
15.053333333333335,15.2,2.627406395633552,1916.0,6.0,1916.4166666666667
18.06774193548387,18.2,1.9750758798544414,1916.0,7.0,1916.5
18.061290322580643,18.2,2.6986017885014504,1916.0,8.0,1916.5833333333333
12.856666666666664,13.2,2.0275147575181847,1916.0,9.0,1916.6666666666667
9.864516129032259,10.1,3.5682440487441234,1916.0,10.0,1916.75
5.266666666666667,5.9,3.388554094385201,1916.0,11.0,1916.8333333333333
2.5967741935483866,1.5,3.2457648170056665,1916.0,12.0,1916.9166666666667
-0.7935483870967742,-0.7,4.023094620137668,1917.0,1.0,1917.0
-0.989285714285714,0.35000000000000003,4.238215844547508,1917.0,2.0,1917.0833333333333
3.193548387096774,2.7,2.2098168074708466,1917.0,3.0,1917.1666666666667
6.683333333333334,6.3,2.9988599366326247,1917.0,4.0,1917.25
16.08064516129032,16.2,2.4271271570643225,1917.0,5.0,1917.3333333333333
19.0,19.1,1.9560692463590659,1917.0,6.0,1917.4166666666667
19.00322580645161,19.1,2.6988249135463556,1917.0,7.0,1917.5
17.164516129032258,17.0,1.698734506840661,1917.0,8.0,1917.5833333333333
16.72,16.2,1.9789234272792071,1917.0,9.0,1917.6666666666667
8.193548387096774,7.8,4.067836073710524,1917.0,10.0,1917.75
4.633333333333335,4.35,1.9834371652527203,1917.0,11.0,1917.8333333333333
-2.1225806451612903,-2.2,2.948639197711305,1917.0,12.0,1917.9166666666667
0.9741935483870967,-0.7,4.856951563956929,1918.0,1.0,1918.0
1.8642857142857143,2.7,3.4618785615043133,1918.0,2.0,1918.0833333333333
4.793548387096774,4.0,2.9569055315617785,1918.0,3.0,1918.1666666666667
8.583333333333334,9.15,2.751436406470368,1918.0,4.0,1918.25
15.129032258064516,15.0,2.540366580946813,1918.0,5.0,1918.3333333333333
15.446666666666665,16.2,2.452687946094965,1918.0,6.0,1918.4166666666667
18.770967741935486,18.4,2.687401911188214,1918.0,7.0,1918.5
18.66774193548387,18.7,2.8776595926521256,1918.0,8.0,1918.5833333333333
15.396666666666667,14.600000000000001,3.220353732265998,1918.0,9.0,1918.6666666666667
8.174193548387096,8.3,1.8235437554270502,1918.0,10.0,1918.75
5.283333333333333,5.25,3.2128066292233664,1918.0,11.0,1918.8333333333333
4.383870967741935,4.4,3.0052284188497826,1918.0,12.0,1918.9166666666667
1.5516129032258066,1.7,2.811745717253718,1919.0,1.0,1919.0
1.9500000000000004,2.85,5.320366180658649,1919.0,2.0,1919.0833333333333
5.425806451612904,5.2,2.961077252390362,1919.0,3.0,1919.1666666666667
6.48,6.550000000000001,2.9863367018056963,1919.0,4.0,1919.25
13.690322580645159,14.4,3.0845156117516708,1919.0,5.0,1919.3333333333333
17.603333333333335,18.7,3.620771810781111,1919.0,6.0,1919.4166666666667
16.280645161290323,16.2,1.8637631027643524,1919.0,7.0,1919.5
20.732258064516127,20.7,3.217492511959605,1919.0,8.0,1919.5833333333333
16.76,18.15,3.204264399956343,1919.0,9.0,1919.6666666666667
6.964516129032258,6.6,3.6169552929774857,1919.0,10.0,1919.75
3.4899999999999998,2.6500000000000004,3.3888610638892867,1919.0,11.0,1919.8333333333333
3.332258064516129,2.9,4.293280571371516,1919.0,12.0,1919.9166666666667
3.8161290322580643,2.5,3.5887877966609234,1920.0,1.0,1920.0
3.4413793103448276,4.0,2.6497327683829486,1920.0,2.0,1920.0833333333333
7.025806451612903,7.6,3.7955208462902243,1920.0,3.0,1920.1666666666667
9.883333333333331,9.9,2.5191793044196147,1920.0,4.0,1920.25
16.55806451612903,17.2,3.263410710034149,1920.0,5.0,1920.3333333333333
17.303333333333338,16.299999999999997,2.9861153791290893,1920.0,6.0,1920.4166666666667
19.1,19.3,3.145049019225826,1920.0,7.0,1920.5
17.277419354838706,17.3,2.9403752229286835,1920.0,8.0,1920.5833333333333
15.01333333333333,14.55,2.235101375982651,1920.0,9.0,1920.6666666666667
10.329032258064515,10.3,3.0824442193803603,1920.0,10.0,1920.75
4.679999999999999,4.6,2.897728004179636,1920.0,11.0,1920.8333333333333
2.0387096774193547,2.3,4.399445224067449,1920.0,12.0,1920.9166666666667
4.074193548387097,4.2,2.187992648058258,1921.0,1.0,1921.0
2.0035714285714286,1.7999999999999998,1.2194358570764638,1921.0,2.0,1921.0833333333333
6.580645161290323,7.2,2.4339842994342575,1921.0,3.0,1921.1666666666667
8.45,9.0,3.1889626461626497,1921.0,4.0,1921.25
14.683870967741935,15.6,3.155640111947025,1921.0,5.0,1921.3333333333333
18.49666666666667,18.75,2.9995957582053747,1921.0,6.0,1921.4166666666667
22.03870967741936,22.1,2.8747959254359645,1921.0,7.0,1921.5
18.877419354838715,17.5,4.168189829124017,1921.0,8.0,1921.5833333333333
16.423333333333332,17.1,2.6932461292358107,1921.0,9.0,1921.6666666666667
12.038709677419353,13.5,3.7789484797894803,1921.0,10.0,1921.75
3.020000000000001,1.1,4.578088744413343,1921.0,11.0,1921.8333333333333
2.0870967741935487,1.8,2.8792061331188585,1921.0,12.0,1921.9166666666667
0.835483870967742,0.4,3.51070253055774,1922.0,1.0,1922.0
2.607142857142857,3.3,4.690252190284187,1922.0,2.0,1922.0833333333333
5.951612903225807,6.0,3.49302838691986,1922.0,3.0,1922.1666666666667
7.706666666666666,6.65,3.443527995743793,1922.0,4.0,1922.25
16.154838709677417,16.9,4.617563477973885,1922.0,5.0,1922.3333333333333
18.116666666666667,18.6,2.424598556652119,1922.0,6.0,1922.4166666666667
17.783870967741937,16.9,3.533845570498099,1922.0,7.0,1922.5
17.89032258064516,17.5,2.120747484372696,1922.0,8.0,1922.5833333333333
12.886666666666665,13.25,2.178061987866393,1922.0,9.0,1922.6666666666667
8.46774193548387,8.4,2.4427289516405204,1922.0,10.0,1922.75
3.683333333333333,2.95,2.9947175715471617,1922.0,11.0,1922.8333333333333
1.7258064516129035,2.7,3.6381284329478607,1922.0,12.0,1922.9166666666667
1.0774193548387097,1.0,2.281185317244722,1923.0,1.0,1923.0
4.139285714285714,3.9499999999999997,1.5928868006824464,1923.0,2.0,1923.0833333333333
6.338709677419354,4.6,2.8875222849766127,1923.0,3.0,1923.1666666666667
9.353333333333333,9.2,1.6961891024482996,1923.0,4.0,1923.25
13.387096774193548,12.2,3.860633966546934,1923.0,5.0,1923.3333333333333
14.453333333333335,14.15,2.9642389653464445,1923.0,6.0,1923.4166666666667
21.70645161290323,22.0,1.9064688971798038,1923.0,7.0,1923.5
20.019354838709678,20.0,3.6031855678772837,1923.0,8.0,1923.5833333333333
14.759999999999998,14.95,2.0080184090377466,1923.0,9.0,1923.6666666666667
11.92258064516129,12.2,4.0756766045585895,1923.0,10.0,1923.75
4.686666666666667,4.35,3.742554294018747,1923.0,11.0,1923.8333333333333
2.370967741935484,3.2,2.4257223732855464,1923.0,12.0,1923.9166666666667
0.5870967741935481,0.7,3.0169235915066275,1924.0,1.0,1924.0
-0.14137931034482765,-0.1,2.0251132669167826,1924.0,2.0,1924.0833333333333
5.477419354838709,5.3,3.3727051138435207,1924.0,3.0,1924.1666666666667
9.856666666666667,9.0,3.6655604391870735,1924.0,4.0,1924.25
15.180645161290323,15.0,3.705259267117368,1924.0,5.0,1924.3333333333333
17.31,16.799999999999997,2.7410481257333306,1924.0,6.0,1924.4166666666667
19.11935483870968,18.5,3.1332006377758734,1924.0,7.0,1924.5
15.590322580645159,15.1,2.9482599205531024,1924.0,8.0,1924.5833333333333
14.960000000000003,14.6,3.0324224980857384,1924.0,9.0,1924.6666666666667
10.032258064516132,9.6,1.65557383743003,1924.0,10.0,1924.75
5.81,5.1,4.531677774100435,1924.0,11.0,1924.8333333333333
1.6354838709677422,1.1,3.2398094992449558,1924.0,12.0,1924.9166666666667
2.541935483870968,2.3,3.204972614916638,1925.0,1.0,1925.0
4.35,3.9,2.467642449638776,1925.0,2.0,1925.0833333333333
3.3677419354838714,3.9,2.733543133831279,1925.0,3.0,1925.1666666666667
9.360000000000001,9.350000000000001,1.9551170703108012,1925.0,4.0,1925.25
13.60967741935484,13.7,3.253752176458197,1925.0,5.0,1925.3333333333333
18.2,18.7,3.0717848344188297,1925.0,6.0,1925.4166666666667
18.541935483870965,18.6,2.1189264881929226,1925.0,7.0,1925.5
18.058064516129033,17.7,2.5251764550288875,1925.0,8.0,1925.5833333333333
13.276666666666667,11.8,3.3074298108989386,1925.0,9.0,1925.6666666666667
10.835483870967742,11.0,3.0161286872520066,1925.0,10.0,1925.75
3.943333333333334,3.25,4.192742772222378,1925.0,11.0,1925.8333333333333
2.5064516129032257,3.3,6.122033185354408,1925.0,12.0,1925.9166666666667
1.2000000000000002,1.5,3.916460987507302,1926.0,1.0,1926.0
5.82142857142857,5.699999999999999,1.2476220768168726,1926.0,2.0,1926.0833333333333
6.074193548387096,6.2,2.4653556527656724,1926.0,3.0,1926.1666666666667
10.429999999999998,10.850000000000001,2.4554162509678967,1926.0,4.0,1926.25
11.90967741935484,11.8,3.933391652565648,1926.0,5.0,1926.3333333333333
14.876666666666665,14.600000000000001,2.7881131097291725,1926.0,6.0,1926.4166666666667
18.677419354838708,19.0,2.951802802516834,1926.0,7.0,1926.5
18.81612903225807,18.5,2.805007043864424,1926.0,8.0,1926.5833333333333
17.256666666666668,17.85,3.0526058210732967,1926.0,9.0,1926.6666666666667
11.151612903225804,11.4,3.666139747085657,1926.0,10.0,1926.75
7.296666666666668,7.35,3.5328491318630846,1926.0,11.0,1926.8333333333333
0.27741935483870983,1.2,2.7473271468124985,1926.0,12.0,1926.9166666666667
1.8967741935483873,2.2,1.9823359740413566,1927.0,1.0,1927.0
1.8821428571428573,1.5499999999999998,3.526939032900759,1927.0,2.0,1927.0833333333333
6.438709677419356,6.4,1.9837132553798928,1927.0,3.0,1927.1666666666667
10.406666666666666,10.0,3.374032002519091,1927.0,4.0,1927.25
15.029032258064516,16.2,2.7134471984773776,1927.0,5.0,1927.3333333333333
17.27,16.95,3.186085047677554,1927.0,6.0,1927.4166666666667
19.122580645161293,19.1,2.509011714788561,1927.0,7.0,1927.5
17.52258064516129,18.0,3.1296122952020062,1927.0,8.0,1927.5833333333333
14.850000000000001,14.55,2.9415864825775158,1927.0,9.0,1927.6666666666667
9.506451612903223,9.4,1.464680962728964,1927.0,10.0,1927.75
5.37,4.8,4.284869128488741,1927.0,11.0,1927.8333333333333
2.0451612903225804,3.3,4.4335718263929085,1927.0,12.0,1927.9166666666667
2.7645161290322577,2.7,1.7798030578497113,1928.0,1.0,1928.0
3.7034482758620695,3.0,3.10247398499749,1928.0,2.0,1928.0833333333333
6.7709677419354835,7.3,2.6435069571041545,1928.0,3.0,1928.1666666666667
9.103333333333333,9.6,2.6097276028197927,1928.0,4.0,1928.25
12.02258064516129,11.6,3.4332404204987212,1928.0,5.0,1928.3333333333333
17.88333333333333,16.7,3.221488554340544,1928.0,6.0,1928.4166666666667
23.14516129032258,23.5,1.982227486049876,1928.0,7.0,1928.5
21.07741935483871,20.5,3.4760810958529484,1928.0,8.0,1928.5833333333333
15.389999999999999,15.45,3.004404812248521,1928.0,9.0,1928.6666666666667
9.664516129032261,9.4,2.9197657882207806,1928.0,10.0,1928.75
6.856666666666667,7.050000000000001,2.658581853406881,1928.0,11.0,1928.8333333333333
1.7516129032258063,1.4,2.4846020429493243,1928.0,12.0,1928.9166666666667
-2.43225806451613,-2.4,2.0567591167942174,1929.0,1.0,1929.0
-3.5964285714285706,-3.2,5.331908291760656,1929.0,2.0,1929.0833333333333
4.9870967741935495,5.4,4.357808465691892,1929.0,3.0,1929.1666666666667
7.8133333333333335,8.1,3.632395745313926,1929.0,4.0,1929.25
14.154838709677415,13.9,3.5371211184311475,1929.0,5.0,1929.3333333333333
18.410000000000004,18.25,2.0332325205835713,1929.0,6.0,1929.4166666666667
20.309677419354838,20.5,3.3422901169417436,1929.0,7.0,1929.5
18.55483870967742,18.8,2.176670042316538,1929.0,8.0,1929.5833333333333
17.70333333333333,18.5,3.295083415126797,1929.0,9.0,1929.6666666666667
10.929032258064519,10.0,4.032550354997616,1929.0,10.0,1929.75
5.383333333333332,5.9,3.286868684192667,1929.0,11.0,1929.8333333333333
4.87741935483871,5.1,4.31692094572195,1929.0,12.0,1929.9166666666667
2.9064516129032256,2.8,2.168707062417754,1930.0,1.0,1930.0
2.2607142857142857,2.05,2.267702261094596,1930.0,2.0,1930.0833333333333
6.641935483870967,7.1,2.324618132589865,1930.0,3.0,1930.1666666666667
9.989999999999998,10.05,3.2825925414378565,1930.0,4.0,1930.25
12.432258064516128,12.4,2.9527825404493973,1930.0,5.0,1930.3333333333333
19.706666666666663,19.9,1.2525651840243226,1930.0,6.0,1930.4166666666667
18.27741935483871,18.0,2.938787695339623,1930.0,7.0,1930.5
18.74516129032258,18.3,2.772344219810787,1930.0,8.0,1930.5833333333333
16.273333333333337,16.2,3.387088398033325,1930.0,9.0,1930.6666666666667
10.067741935483872,10.0,2.76518680463294,1930.0,10.0,1930.75
7.8199999999999985,7.15,3.676430052514869,1930.0,11.0,1930.8333333333333
2.870967741935484,2.7,2.81450925839504,1930.0,12.0,1930.9166666666667
2.296774193548387,2.5,3.947107284325889,1931.0,1.0,1931.0
1.2750000000000001,1.15,2.894391127681261,1931.0,2.0,1931.0833333333333
4.096774193548388,3.7,3.593372034822607,1931.0,3.0,1931.1666666666667
8.906666666666666,9.2,2.4824811466913825,1931.0,4.0,1931.25
15.638709677419353,14.7,4.021747333299698,1931.0,5.0,1931.3333333333333
19.923333333333332,20.0,3.324484231019731,1931.0,6.0,1931.4166666666667
18.53548387096774,18.8,2.852665231801865,1931.0,7.0,1931.5
16.780645161290323,16.3,2.5510023330498557,1931.0,8.0,1931.5833333333333
11.506666666666666,11.3,2.394524405061844,1931.0,9.0,1931.6666666666667
9.12258064516129,9.7,3.3670669409660143,1931.0,10.0,1931.75
6.929999999999998,7.2,2.4690009147915233,1931.0,11.0,1931.8333333333333
0.8516129032258063,0.6,4.370573644099207,1931.0,12.0,1931.9166666666667
