,Mean,Median,Std,Years,Mean_detrended,resid
70,9.354246575342467,10.1,7.972684464871052,1971.0,-0.4230197577915913,-0.213077520761097
71,9.220765027322404,8.649999999999999,6.286589812284896,1972.0,-0.5863184814752991,-0.4057738586517205
72,9.174794520547946,8.4,7.5391228884693495,1973.0,-0.6621061639133945,-0.4653215528421506
73,9.78,8.9,6.183193278628699,1974.0,-0.0867178601249794,0.1621551644136905
74,9.714794520547947,9.0,6.798723237763555,1975.0,-0.18174051524067636,-0.03462772116814086
75,9.758743169398906,10.0,7.376197747523426,1976.0,-0.16760904205335514,-0.1293521917843294
76,9.823561643835617,9.8,6.062190825890734,1977.0,-0.1326077432802819,-0.07605186247430312
77,9.065479452054795,8.8,6.321471573941747,1978.0,-0.9205071107247491,-0.8743254609796456
78,9.709041095890411,9.3,6.914918607814707,1979.0,-0.30676264255277097,-0.10588259202098746
79,8.943989071038251,8.75,6.68469152287857,1980.0,-1.101631843068569,-0.8514445516076372
80,9.528767123287672,10.6,7.235031525027857,1981.0,-0.546670966482786,-0.2695520012436008
81,10.360547945205479,9.0,6.681360798259111,1982.0,0.25529267977137593,0.5953996270320665
82,10.213972602739727,9.5,7.607485963940717,1983.0,0.07890016164198599,0.12969883542768929
83,9.454644808743168,8.75,6.742368004777675,1984.0,-0.71024480801821,-0.8021016097789584
84,9.102191780821917,9.6,8.245354710609995,1985.0,-1.0925150116031066,-0.9822228556057049
85,9.804383561643837,9.1,7.788099012345866,1986.0,-0.4201404064448244,-0.05482454831483069
86,9.798356164383561,9.8,7.505386163696377,1987.0,-0.45598497936873805,-0.14401160682210712
87,10.426775956284153,10.6,6.653506150715733,1988.0,0.14261763686820927,0.3118767934081555
88,10.834520547945205,10.9,7.221561321147845,1989.0,0.5205450528656232,0.5743384923286968
89,10.984109589041097,11.0,6.8924245394428,1990.0,0.6403169182978772,0.4825209531231215
90,10.422191780821919,9.5,7.686410558304272,1991.0,0.048581934415054207,-0.21829046325787044
91,10.833606557377047,9.95,7.432958193414838,1992.0,0.43017953530654474,0.2586195784193089
92,10.351506849315069,10.5,7.123728278878913,1993.0,-0.08173734841907176,-0.19990102939391985
93,11.897534246575344,11.2,6.885282077589291,1994.0,1.4344728731775653,1.336705763062778
94,10.88958904109589,11.5,7.083070754564385,1995.0,0.39671049203446707,0.10049463016213295
